id_association,code_barre_ean_principal,code_barre_ean_associe_mdd,nom_produit_principal,nom_produit_mdd_associe,indice_confiance_association_pct,hausse_ticket_moyen_projete_pct,offre_bundle_recommandee
XSELL-0623,393304802561,359094994162,Céréales Gourmandes Repère #1085,Pâte à Tartiner Bio #2958,69.7,9.4,Offre Duo : -30% sur Pâte à Tartiner Bio #2958 (MDD) à l'achat de Céréales Gourmandes Repère #1085
XSELL-0624,322430889395,369560876789,Sauce Tomate Basilic Nestlé #280,Jambon Supérieur Gourmet #1150,88.0,11.2,Offre Duo : -30% sur Jambon Supérieur Gourmet #1150 (MDD) à l'achat de Sauce Tomate Basilic Nestlé #280
XSELL-0625,355074179030,395081226918,Jambon Supérieur Nestlé #4321,Jambon Supérieur Bio #3866,82.9,5.1,Offre Duo : -30% sur Jambon Supérieur Bio #3866 (MDD) à l'achat de Jambon Supérieur Nestlé #4321
XSELL-0626,364003500083,381072392118,Pâte à Tartiner Danone #2559,Sauce Tomate Basilic Gourmet #2259,70.1,7.0,Offre Duo : -30% sur Sauce Tomate Basilic Gourmet #2259 (MDD) à l'achat de Pâte à Tartiner Danone #2559
XSELL-0627,398567834404,372163286665,Fromage Fondu Danone #269,Fromage Fondu Gourmet #2479,87.1,6.4,Offre Duo : -30% sur Fromage Fondu Gourmet #2479 (MDD) à l'achat de Fromage Fondu Danone #269
XSELL-0628,331117945986,380351395639,Jus d'Orange Pur Jus Repère #1960,Fromage Fondu Gourmet #760,70.0,9.4,Offre Duo : -30% sur Fromage Fondu Gourmet #760 (MDD) à l'achat de Jus d'Orange Pur Jus Repère #1960
XSELL-0629,343281330799,392086532405,Sauce Tomate Basilic Danone #261,Céréales Gourmandes Gourmet #1489,70.4,9.6,Offre Duo : -30% sur Céréales Gourmandes Gourmet #1489 (MDD) à l'achat de Sauce Tomate Basilic Danone #261
XSELL-0630,369902790994,310329038944,Jus d'Orange Pur Jus Danone #963,Pâte à Tartiner Bio #849,83.9,4.5,Offre Duo : -30% sur Pâte à Tartiner Bio #849 (MDD) à l'achat de Jus d'Orange Pur Jus Danone #963
XSELL-0631,348939582405,349650045468,Jus d'Orange Pur Jus Nestlé #1823,Sauce Tomate Basilic Gourmet #4111,65.6,10.6,Offre Duo : -30% sur Sauce Tomate Basilic Gourmet #4111 (MDD) à l'achat de Jus d'Orange Pur Jus Nestlé #1823
XSELL-0632,398285428727,317309169928,Fromage Fondu Repère #2449,Yaourt Fraise Gourmet #1434,87.0,9.0,Offre Duo : -30% sur Yaourt Fraise Gourmet #1434 (MDD) à l'achat de Fromage Fondu Repère #2449
XSELL-0633,339750696781,338083244781,Jambon Supérieur Repère #551,Céréales Gourmandes Gourmet #4128,83.4,10.7,Offre Duo : -30% sur Céréales Gourmandes Gourmet #4128 (MDD) à l'achat de Jambon Supérieur Repère #551
XSELL-0634,340175623295,381040099915,Sauce Tomate Basilic Danone #4206,Pâte à Tartiner Gourmet #145,78.6,10.5,Offre Duo : -30% sur Pâte à Tartiner Gourmet #145 (MDD) à l'achat de Sauce Tomate Basilic Danone #4206
XSELL-0635,344058815990,385156009395,Fromage Fondu Repère #2938,Plat Cuisiné Lasagnes Gourmet #40,71.3,10.4,Offre Duo : -30% sur Plat Cuisiné Lasagnes Gourmet #40 (MDD) à l'achat de Fromage Fondu Repère #2938
XSELL-0636,332294852286,352280209824,Pâte à Tartiner Danone #3724,Pain de Mie Bio Gourmet #876,93.5,13.2,Offre Duo : -30% sur Pain de Mie Bio Gourmet #876 (MDD) à l'achat de Pâte à Tartiner Danone #3724
XSELL-0637,355642474510,388527813406,Biscuits Chocolat Nestlé #3879,Jus d'Orange Pur Jus Bio #304,73.6,8.3,Offre Duo : -30% sur Jus d'Orange Pur Jus Bio #304 (MDD) à l'achat de Biscuits Chocolat Nestlé #3879
XSELL-0638,335829179394,366084766650,Yaourt Fraise Nestlé #4210,Jambon Supérieur Bio #1040,93.1,5.3,Offre Duo : -30% sur Jambon Supérieur Bio #1040 (MDD) à l'achat de Yaourt Fraise Nestlé #4210
XSELL-0639,375237237853,347364951712,Céréales Gourmandes Repère #229,Pâte à Tartiner Repère #2119,75.0,8.2,Offre Duo : -30% sur Pâte à Tartiner Repère #2119 (MDD) à l'achat de Céréales Gourmandes Repère #229
XSELL-0640,364404471649,324733730215,Sauce Tomate Basilic Danone #1042,Pâte à Tartiner Repère #3569,85.7,5.7,Offre Duo : -30% sur Pâte à Tartiner Repère #3569 (MDD) à l'achat de Sauce Tomate Basilic Danone #1042
XSELL-0641,355517552459,347806457983,Jambon Supérieur Danone #2335,Yaourt Fraise Repère #1106,83.6,11.1,Offre Duo : -30% sur Yaourt Fraise Repère #1106 (MDD) à l'achat de Jambon Supérieur Danone #2335
XSELL-0642,357042664750,315019606798,Pain de Mie Bio Danone #1131,Sauce Tomate Basilic Gourmet #4087,81.1,13.3,Offre Duo : -30% sur Sauce Tomate Basilic Gourmet #4087 (MDD) à l'achat de Pain de Mie Bio Danone #1131
XSELL-0643,392722303462,353436351811,Biscuits Chocolat Danone #2239,Yaourt Fraise Gourmet #3046,71.4,10.3,Offre Duo : -30% sur Yaourt Fraise Gourmet #3046 (MDD) à l'achat de Biscuits Chocolat Danone #2239
XSELL-0644,386917840730,396377184518,Jambon Supérieur Repère #1271,Biscuits Chocolat Bio #1785,74.4,7.7,Offre Duo : -30% sur Biscuits Chocolat Bio #1785 (MDD) à l'achat de Jambon Supérieur Repère #1271
XSELL-0645,374707510090,380827282232,Biscuits Chocolat Danone #4339,Plat Cuisiné Lasagnes Gourmet #881,69.4,9.9,Offre Duo : -30% sur Plat Cuisiné Lasagnes Gourmet #881 (MDD) à l'achat de Biscuits Chocolat Danone #4339
XSELL-0646,319182510544,332244312526,Céréales Gourmandes Repère #1222,Céréales Gourmandes Repère #2829,73.3,10.9,Offre Duo : -30% sur Céréales Gourmandes Repère #2829 (MDD) à l'achat de Céréales Gourmandes Repère #1222
XSELL-0647,358427079986,380028507005,Pain de Mie Bio Nestlé #348,Céréales Gourmandes Repère #2241,92.8,9.3,Offre Duo : -30% sur Céréales Gourmandes Repère #2241 (MDD) à l'achat de Pain de Mie Bio Nestlé #348
XSELL-0648,318667967130,390715175023,Plat Cuisiné Lasagnes Repère #1618,Pâte à Tartiner Bio #2628,86.8,11.5,Offre Duo : -30% sur Pâte à Tartiner Bio #2628 (MDD) à l'achat de Plat Cuisiné Lasagnes Repère #1618
XSELL-0649,343625726723,353942584996,Yaourt Fraise Repère #2520,Fromage Fondu Repère #4395,85.2,7.9,Offre Duo : -30% sur Fromage Fondu Repère #4395 (MDD) à l'achat de Yaourt Fraise Repère #2520
XSELL-0650,313677216777,343642747567,Céréales Gourmandes Nestlé #2244,Céréales Gourmandes Bio #3987,78.4,11.0,Offre Duo : -30% sur Céréales Gourmandes Bio #3987 (MDD) à l'achat de Céréales Gourmandes Nestlé #2244
XSELL-0651,332294852286,370824837659,Pâte à Tartiner Danone #3724,Yaourt Fraise Repère #896,75.9,6.9,Offre Duo : -30% sur Yaourt Fraise Repère #896 (MDD) à l'achat de Pâte à Tartiner Danone #3724
XSELL-0652,342495210576,315951515514,Jus d'Orange Pur Jus Danone #4372,Plat Cuisiné Lasagnes Bio #1666,76.0,11.2,Offre Duo : -30% sur Plat Cuisiné Lasagnes Bio #1666 (MDD) à l'achat de Jus d'Orange Pur Jus Danone #4372
XSELL-0653,311179588212,340717870299,Jambon Supérieur Nestlé #3019,Biscuits Chocolat Repère #4179,83.5,11.9,Offre Duo : -30% sur Biscuits Chocolat Repère #4179 (MDD) à l'achat de Jambon Supérieur Nestlé #3019
XSELL-0654,344723607039,344234232280,Pâte à Tartiner Nestlé #1777,Céréales Gourmandes Gourmet #1815,87.7,6.8,Offre Duo : -30% sur Céréales Gourmandes Gourmet #1815 (MDD) à l'achat de Pâte à Tartiner Nestlé #1777
XSELL-0655,334362933570,331381609155,Plat Cuisiné Lasagnes Nestlé #3815,Jus d'Orange Pur Jus Bio #634,73.1,9.3,Offre Duo : -30% sur Jus d'Orange Pur Jus Bio #634 (MDD) à l'achat de Plat Cuisiné Lasagnes Nestlé #3815
XSELL-0656,377971326977,377740078022,Yaourt Fraise Repère #4271,Fromage Fondu Gourmet #649,72.2,5.7,Offre Duo : -30% sur Fromage Fondu Gourmet #649 (MDD) à l'achat de Yaourt Fraise Repère #4271
XSELL-0657,362700601522,354988902467,Plat Cuisiné Lasagnes Danone #308,Pâte à Tartiner Repère #847,89.0,13.5,Offre Duo : -30% sur Pâte à Tartiner Repère #847 (MDD) à l'achat de Plat Cuisiné Lasagnes Danone #308
XSELL-0658,329748919914,317539005689,Plat Cuisiné Lasagnes Repère #1863,Yaourt Fraise Repère #1403,66.5,13.8,Offre Duo : -30% sur Yaourt Fraise Repère #1403 (MDD) à l'achat de Plat Cuisiné Lasagnes Repère #1863
XSELL-0659,326395249175,371566797157,Sauce Tomate Basilic Nestlé #1563,Yaourt Fraise Bio #3900,78.6,5.2,Offre Duo : -30% sur Yaourt Fraise Bio #3900 (MDD) à l'achat de Sauce Tomate Basilic Nestlé #1563
XSELL-0660,364655475805,318746663105,Jus d'Orange Pur Jus Repère #661,Jus d'Orange Pur Jus Repère #2616,68.1,5.6,Offre Duo : -30% sur Jus d'Orange Pur Jus Repère #2616 (MDD) à l'achat de Jus d'Orange Pur Jus Repère #661
XSELL-0661,331117945986,319492366477,Jus d'Orange Pur Jus Repère #1960,Biscuits Chocolat Gourmet #2751,67.5,6.8,Offre Duo : -30% sur Biscuits Chocolat Gourmet #2751 (MDD) à l'achat de Jus d'Orange Pur Jus Repère #1960
XSELL-0662,319182510544,382466756873,Céréales Gourmandes Repère #1222,Pain de Mie Bio Repère #1098,79.4,8.3,Offre Duo : -30% sur Pain de Mie Bio Repère #1098 (MDD) à l'achat de Céréales Gourmandes Repère #1222
XSELL-0663,394366899598,378374284154,Jus d'Orange Pur Jus Repère #3518,Jambon Supérieur Bio #3424,79.7,12.0,Offre Duo : -30% sur Jambon Supérieur Bio #3424 (MDD) à l'achat de Jus d'Orange Pur Jus Repère #3518
XSELL-0664,315166921993,349020216611,Sauce Tomate Basilic Nestlé #3901,Biscuits Chocolat Repère #1961,83.5,7.0,Offre Duo : -30% sur Biscuits Chocolat Repère #1961 (MDD) à l'achat de Sauce Tomate Basilic Nestlé #3901
XSELL-0665,315591207563,358663122799,Plat Cuisiné Lasagnes Nestlé #1980,Pain de Mie Bio Bio #4149,89.0,14.1,Offre Duo : -30% sur Pain de Mie Bio Bio #4149 (MDD) à l'achat de Plat Cuisiné Lasagnes Nestlé #1980
XSELL-0666,384251914112,316311992503,Jus d'Orange Pur Jus Nestlé #3042,Pâte à Tartiner Bio #1517,65.7,10.9,Offre Duo : -30% sur Pâte à Tartiner Bio #1517 (MDD) à l'achat de Jus d'Orange Pur Jus Nestlé #3042
XSELL-0667,338194976027,393055152341,Jus d'Orange Pur Jus Nestlé #2584,Biscuits Chocolat Bio #1504,83.6,11.0,Offre Duo : -30% sur Biscuits Chocolat Bio #1504 (MDD) à l'achat de Jus d'Orange Pur Jus Nestlé #2584
XSELL-0668,331957700469,351132695461,Yaourt Fraise Repère #1009,Pain de Mie Bio Bio #930,68.8,9.2,Offre Duo : -30% sur Pain de Mie Bio Bio #930 (MDD) à l'achat de Yaourt Fraise Repère #1009
XSELL-0669,359376116230,324733730215,Jambon Supérieur Danone #3330,Pâte à Tartiner Repère #3569,66.4,11.6,Offre Duo : -30% sur Pâte à Tartiner Repère #3569 (MDD) à l'achat de Jambon Supérieur Danone #3330
XSELL-0670,353655046509,357810167845,Jambon Supérieur Nestlé #3765,Biscuits Chocolat Gourmet #3254,83.1,10.9,Offre Duo : -30% sur Biscuits Chocolat Gourmet #3254 (MDD) à l'achat de Jambon Supérieur Nestlé #3765
XSELL-0671,338608554797,364467000869,Plat Cuisiné Lasagnes Repère #4297,Biscuits Chocolat Bio #2485,76.9,13.9,Offre Duo : -30% sur Biscuits Chocolat Bio #2485 (MDD) à l'achat de Plat Cuisiné Lasagnes Repère #4297
XSELL-0672,336114246693,380063112382,Plat Cuisiné Lasagnes Nestlé #1627,Céréales Gourmandes Repère #3433,66.7,5.5,Offre Duo : -30% sur Céréales Gourmandes Repère #3433 (MDD) à l'achat de Plat Cuisiné Lasagnes Nestlé #1627
XSELL-0673,363299256955,319250116349,Jus d'Orange Pur Jus Nestlé #444,Biscuits Chocolat Repère #2170,82.7,11.8,Offre Duo : -30% sur Biscuits Chocolat Repère #2170 (MDD) à l'achat de Jus d'Orange Pur Jus Nestlé #444
XSELL-0674,310514286175,341824022277,Sauce Tomate Basilic Repère #1846,Plat Cuisiné Lasagnes Repère #3929,89.4,13.5,Offre Duo : -30% sur Plat Cuisiné Lasagnes Repère #3929 (MDD) à l'achat de Sauce Tomate Basilic Repère #1846
XSELL-0675,340568642912,395630608331,Biscuits Chocolat Repère #4193,Jambon Supérieur Repère #1234,69.3,7.6,Offre Duo : -30% sur Jambon Supérieur Repère #1234 (MDD) à l'achat de Biscuits Chocolat Repère #4193
XSELL-0676,320849224189,330618406767,Pâte à Tartiner Danone #2511,Sauce Tomate Basilic Repère #3113,85.6,9.1,Offre Duo : -30% sur Sauce Tomate Basilic Repère #3113 (MDD) à l'achat de Pâte à Tartiner Danone #2511
XSELL-0677,363248141254,391801195801,Biscuits Chocolat Repère #441,Sauce Tomate Basilic Gourmet #3680,93.7,10.8,Offre Duo : -30% sur Sauce Tomate Basilic Gourmet #3680 (MDD) à l'achat de Biscuits Chocolat Repère #441
XSELL-0678,352007842884,371566797157,Fromage Fondu Nestlé #2801,Yaourt Fraise Bio #3900,82.3,11.0,Offre Duo : -30% sur Yaourt Fraise Bio #3900 (MDD) à l'achat de Fromage Fondu Nestlé #2801
XSELL-0679,392565116656,368305502191,Pâte à Tartiner Nestlé #4497,Biscuits Chocolat Repère #2943,67.4,11.4,Offre Duo : -30% sur Biscuits Chocolat Repère #2943 (MDD) à l'achat de Pâte à Tartiner Nestlé #4497
XSELL-0680,373188229220,337251245547,Plat Cuisiné Lasagnes Repère #887,Jus d'Orange Pur Jus Gourmet #1800,90.8,9.8,Offre Duo : -30% sur Jus d'Orange Pur Jus Gourmet #1800 (MDD) à l'achat de Plat Cuisiné Lasagnes Repère #887
XSELL-0681,377681616728,351446647059,Biscuits Chocolat Danone #1475,Plat Cuisiné Lasagnes Repère #243,89.6,5.8,Offre Duo : -30% sur Plat Cuisiné Lasagnes Repère #243 (MDD) à l'achat de Biscuits Chocolat Danone #1475
XSELL-0682,387764188368,357197271272,Yaourt Fraise Nestlé #1995,Céréales Gourmandes Gourmet #2618,72.2,11.6,Offre Duo : -30% sur Céréales Gourmandes Gourmet #2618 (MDD) à l'achat de Yaourt Fraise Nestlé #1995
XSELL-0683,382956416554,376788802226,Pâte à Tartiner Repère #558,Pain de Mie Bio Gourmet #1716,88.6,6.8,Offre Duo : -30% sur Pain de Mie Bio Gourmet #1716 (MDD) à l'achat de Pâte à Tartiner Repère #558
XSELL-0684,368457206639,398587320195,Sauce Tomate Basilic Danone #3726,Jus d'Orange Pur Jus Bio #1033,89.1,6.6,Offre Duo : -30% sur Jus d'Orange Pur Jus Bio #1033 (MDD) à l'achat de Sauce Tomate Basilic Danone #3726
XSELL-0685,344309386263,333821100122,Sauce Tomate Basilic Nestlé #1217,Pain de Mie Bio Gourmet #3454,83.1,10.0,Offre Duo : -30% sur Pain de Mie Bio Gourmet #3454 (MDD) à l'achat de Sauce Tomate Basilic Nestlé #1217
XSELL-0686,396459405894,353185835140,Pain de Mie Bio Nestlé #1491,Jus d'Orange Pur Jus Gourmet #1753,91.8,13.4,Offre Duo : -30% sur Jus d'Orange Pur Jus Gourmet #1753 (MDD) à l'achat de Pain de Mie Bio Nestlé #1491
XSELL-0687,326044655988,379720829092,Jambon Supérieur Danone #2831,Yaourt Fraise Bio #2996,81.6,9.4,Offre Duo : -30% sur Yaourt Fraise Bio #2996 (MDD) à l'achat de Jambon Supérieur Danone #2831
XSELL-0688,349946228382,380062757705,Céréales Gourmandes Danone #2256,Biscuits Chocolat Gourmet #555,70.1,12.2,Offre Duo : -30% sur Biscuits Chocolat Gourmet #555 (MDD) à l'achat de Céréales Gourmandes Danone #2256
XSELL-0689,320708640111,383028373585,Biscuits Chocolat Repère #1284,Jambon Supérieur Bio #1728,67.0,4.8,Offre Duo : -30% sur Jambon Supérieur Bio #1728 (MDD) à l'achat de Biscuits Chocolat Repère #1284
XSELL-0690,387979278032,344782801736,Yaourt Fraise Danone #1320,Jus d'Orange Pur Jus Gourmet #3136,70.9,5.2,Offre Duo : -30% sur Jus d'Orange Pur Jus Gourmet #3136 (MDD) à l'achat de Yaourt Fraise Danone #1320
XSELL-0691,336230125038,368303972102,Sauce Tomate Basilic Nestlé #4350,Pain de Mie Bio Gourmet #3074,92.7,9.7,Offre Duo : -30% sur Pain de Mie Bio Gourmet #3074 (MDD) à l'achat de Sauce Tomate Basilic Nestlé #4350
XSELL-0692,315245158008,380206683438,Biscuits Chocolat Nestlé #1263,Yaourt Fraise Repère #3938,90.3,6.6,Offre Duo : -30% sur Yaourt Fraise Repère #3938 (MDD) à l'achat de Biscuits Chocolat Nestlé #1263
XSELL-0693,315395939903,376037699121,Sauce Tomate Basilic Danone #1024,Pain de Mie Bio Gourmet #3037,85.1,10.8,Offre Duo : -30% sur Pain de Mie Bio Gourmet #3037 (MDD) à l'achat de Sauce Tomate Basilic Danone #1024
XSELL-0694,340432920998,373823169715,Sauce Tomate Basilic Danone #305,Céréales Gourmandes Gourmet #22,76.9,7.6,Offre Duo : -30% sur Céréales Gourmandes Gourmet #22 (MDD) à l'achat de Sauce Tomate Basilic Danone #305
XSELL-0695,387764188368,387119307332,Yaourt Fraise Nestlé #1995,Pain de Mie Bio Bio #4011,85.9,6.1,Offre Duo : -30% sur Pain de Mie Bio Bio #4011 (MDD) à l'achat de Yaourt Fraise Nestlé #1995
XSELL-0696,322430889395,315289448872,Sauce Tomate Basilic Nestlé #280,Pâte à Tartiner Bio #3230,83.1,8.0,Offre Duo : -30% sur Pâte à Tartiner Bio #3230 (MDD) à l'achat de Sauce Tomate Basilic Nestlé #280
XSELL-0697,330013670951,348497831240,Plat Cuisiné Lasagnes Nestlé #535,Pain de Mie Bio Bio #2671,72.7,5.8,Offre Duo : -30% sur Pain de Mie Bio Bio #2671 (MDD) à l'achat de Plat Cuisiné Lasagnes Nestlé #535
XSELL-0698,398985682737,340543008513,Jambon Supérieur Nestlé #4250,Fromage Fondu Repère #886,67.5,6.5,Offre Duo : -30% sur Fromage Fondu Repère #886 (MDD) à l'achat de Jambon Supérieur Nestlé #4250
XSELL-0699,393734474585,341599868650,Sauce Tomate Basilic Repère #598,Céréales Gourmandes Bio #1102,93.7,4.5,Offre Duo : -30% sur Céréales Gourmandes Bio #1102 (MDD) à l'achat de Sauce Tomate Basilic Repère #598
XSELL-0700,384542500940,381291888007,Jambon Supérieur Danone #2937,Pain de Mie Bio Repère #1758,91.1,12.1,Offre Duo : -30% sur Pain de Mie Bio Repère #1758 (MDD) à l'achat de Jambon Supérieur Danone #2937
XSELL-0701,334112396698,346770865546,Biscuits Chocolat Repère #845,Plat Cuisiné Lasagnes Gourmet #515,79.3,5.3,Offre Duo : -30% sur Plat Cuisiné Lasagnes Gourmet #515 (MDD) à l'achat de Biscuits Chocolat Repère #845
XSELL-0702,348559644199,340165329305,Yaourt Fraise Danone #3375,Fromage Fondu Bio #4014,85.5,13.6,Offre Duo : -30% sur Fromage Fondu Bio #4014 (MDD) à l'achat de Yaourt Fraise Danone #3375
XSELL-0703,380707746269,323556526244,Sauce Tomate Basilic Repère #72,Plat Cuisiné Lasagnes Gourmet #296,80.3,7.2,Offre Duo : -30% sur Plat Cuisiné Lasagnes Gourmet #296 (MDD) à l'achat de Sauce Tomate Basilic Repère #72
XSELL-0704,341908354223,320145881945,Jus d'Orange Pur Jus Repère #604,Sauce Tomate Basilic Bio #3933,87.6,10.4,Offre Duo : -30% sur Sauce Tomate Basilic Bio #3933 (MDD) à l'achat de Jus d'Orange Pur Jus Repère #604
XSELL-0705,369853820859,387223981271,Pâte à Tartiner Nestlé #1662,Jambon Supérieur Repère #3124,82.5,13.9,Offre Duo : -30% sur Jambon Supérieur Repère #3124 (MDD) à l'achat de Pâte à Tartiner Nestlé #1662
XSELL-0706,334666232368,332035130073,Fromage Fondu Nestlé #4137,Pain de Mie Bio Repère #3359,82.7,5.3,Offre Duo : -30% sur Pain de Mie Bio Repère #3359 (MDD) à l'achat de Fromage Fondu Nestlé #4137
XSELL-0707,345674948269,393304802561,Fromage Fondu Danone #2150,Céréales Gourmandes Repère #1085,77.8,7.7,Offre Duo : -30% sur Céréales Gourmandes Repère #1085 (MDD) à l'achat de Fromage Fondu Danone #2150
XSELL-0708,350427366813,389458008625,Céréales Gourmandes Danone #1533,Plat Cuisiné Lasagnes Gourmet #3145,78.7,4.9,Offre Duo : -30% sur Plat Cuisiné Lasagnes Gourmet #3145 (MDD) à l'achat de Céréales Gourmandes Danone #1533
XSELL-0709,378037407470,340171265651,Plat Cuisiné Lasagnes Danone #3640,Céréales Gourmandes Gourmet #3520,68.6,8.0,Offre Duo : -30% sur Céréales Gourmandes Gourmet #3520 (MDD) à l'achat de Plat Cuisiné Lasagnes Danone #3640
XSELL-0710,398367061234,341576425520,Jus d'Orange Pur Jus Repère #4042,Sauce Tomate Basilic Gourmet #4490,87.0,10.0,Offre Duo : -30% sur Sauce Tomate Basilic Gourmet #4490 (MDD) à l'achat de Jus d'Orange Pur Jus Repère #4042
XSELL-0711,398282439884,387345075406,Sauce Tomate Basilic Danone #3298,Sauce Tomate Basilic Repère #352,67.6,12.4,Offre Duo : -30% sur Sauce Tomate Basilic Repère #352 (MDD) à l'achat de Sauce Tomate Basilic Danone #3298
XSELL-0712,330022184022,344735076045,Biscuits Chocolat Nestlé #4249,Sauce Tomate Basilic Gourmet #3111,86.7,9.1,Offre Duo : -30% sur Sauce Tomate Basilic Gourmet #3111 (MDD) à l'achat de Biscuits Chocolat Nestlé #4249
XSELL-0713,373975899680,333795713190,Biscuits Chocolat Nestlé #1743,Pain de Mie Bio Bio #4337,67.8,5.2,Offre Duo : -30% sur Pain de Mie Bio Bio #4337 (MDD) à l'achat de Biscuits Chocolat Nestlé #1743
XSELL-0714,387539838388,313682868304,Jus d'Orange Pur Jus Danone #2208,Yaourt Fraise Repère #3048,73.4,11.8,Offre Duo : -30% sur Yaourt Fraise Repère #3048 (MDD) à l'achat de Jus d'Orange Pur Jus Danone #2208
XSELL-0715,329370761471,315289448872,Pain de Mie Bio Repère #3122,Pâte à Tartiner Bio #3230,84.9,10.9,Offre Duo : -30% sur Pâte à Tartiner Bio #3230 (MDD) à l'achat de Pain de Mie Bio Repère #3122
XSELL-0716,349838847490,324192087946,Jus d'Orange Pur Jus Danone #2666,Jus d'Orange Pur Jus Repère #3273,71.2,9.3,Offre Duo : -30% sur Jus d'Orange Pur Jus Repère #3273 (MDD) à l'achat de Jus d'Orange Pur Jus Danone #2666
XSELL-0717,394778618502,341260646996,Sauce Tomate Basilic Repère #3389,Plat Cuisiné Lasagnes Bio #3544,66.6,8.1,Offre Duo : -30% sur Plat Cuisiné Lasagnes Bio #3544 (MDD) à l'achat de Sauce Tomate Basilic Repère #3389
XSELL-0718,344685395910,357310658914,Biscuits Chocolat Repère #1578,Biscuits Chocolat Repère #151,73.1,10.2,Offre Duo : -30% sur Biscuits Chocolat Repère #151 (MDD) à l'achat de Biscuits Chocolat Repère #1578
